Asteroid_Name,Status,Exclusion_Reason,Taxonomic_Type,Density_Source,Library_Used,RMSE_Fit,Chi2_Reduced,Band_I_Depth,Band_II_Depth,BAR_Approx,Space_Weathering_Slope_S,Space_Weathering_Slope_Err,Grain_Density_gcm3,Grain_Density_Uncertainty,Bulk_Density_gcm3,Bulk_Density_Uncertainty,Macroporosity,Macroporosity_Uncertainty,Macroporosity_Status,Abund_Diopside_HighCa,Err_Diopside_HighCa,P16_Diopside_HighCa,P84_Diopside_HighCa,Abund_Dolomite_Carbonate,Err_Dolomite_Carbonate,P16_Dolomite_Carbonate,P84_Dolomite_Carbonate,Abund_Magnetite_Fe3O4,Err_Magnetite_Fe3O4,P16_Magnetite_Fe3O4,P84_Magnetite_Fe3O4,Abund_Plagioclase_Anorthite,Err_Plagioclase_Anorthite,P16_Plagioclase_Anorthite,P84_Plagioclase_Anorthite,Abund_Clinopyroxene_Augite,Err_Clinopyroxene_Augite,P16_Clinopyroxene_Augite,P84_Clinopyroxene_Augite,Abund_Olivine_Fo90_Mg,Err_Olivine_Fo90_Mg,P16_Olivine_Fo90_Mg,P84_Olivine_Fo90_Mg,Abund_Pigeonite_LowCa,Err_Pigeonite_LowCa,P16_Pigeonite_LowCa,P84_Pigeonite_LowCa,Abund_Orthopyroxene_En86,Err_Orthopyroxene_En86,P16_Orthopyroxene_En86,P84_Orthopyroxene_En86,Abund_Mg_Al_Spinel,Err_Mg_Al_Spinel,P16_Mg_Al_Spinel,P84_Mg_Al_Spinel,Abund_Troilite_FeS,Err_Troilite_FeS,P16_Troilite_FeS,P84_Troilite_FeS,Abund_Olivine_Fa50_Fe,Err_Olivine_Fa50_Fe,P16_Olivine_Fa50_Fe,P84_Olivine_Fa50_Fe,Abund_Iron Powder,Err_Iron Powder,P16_Iron Powder,P84_Iron Powder,Abund_Water_Ice_H2O,Err_Water_Ice_H2O,P16_Water_Ice_H2O,P84_Water_Ice_H2O,Abund_Phyllosilicate_Serpentine,Err_Phyllosilicate_Serpentine,P16_Phyllosilicate_Serpentine,P84_Phyllosilicate_Serpentine,Abund_Carbonaceous_Matrix,Err_Carbonaceous_Matrix,P16_Carbonaceous_Matrix,P84_Carbonaceous_Matrix,Abund_Saponite_Smectite,Err_Saponite_Smectite,P16_Saponite_Smectite,P84_Saponite_Smectite,Abund_Magnesite_Carbonate,Err_Magnesite_Carbonate,P16_Magnesite_Carbonate,P84_Magnesite_Carbonate,Abund_Epsomite_Mg_Sulfate,Err_Epsomite_Mg_Sulfate,P16_Epsomite_Mg_Sulfate,P84_Epsomite_Mg_Sulfate,Abund_Cronstedtite_FePhyllosilicate,Err_Cronstedtite_FePhyllosilicate,P16_Cronstedtite_FePhyllosilicate,P84_Cronstedtite_FePhyllosilicate
14 Irene (A851 KA),Excluded,Excessive bulk density uncertainty (> 50% relative error: 1.72 +/- 1.12 g/cm3),S,SiMDA Substring Match,N/A,,,,,,,,,,1.72,1.12,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200 Phaethon (1983 TB),Analyzed,None,B,NEOWISE Diameter-Porosity Model,Primitive/Aqueous,0.0013152744743217034,0.7825856080480099,0.018172527936373917,0.029751853045439813,,0.0025409207946026167,0.00029687778975037466,2.357061683641801,0.009017926455865856,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0072466050781205375,0.0,0.009107090318065544,0.210948677206006,0.0062477601306154,0.20430336300646817,0.2165504275476479,0.21156724730760404,0.006097746648494789,0.20470570860085013,0.21660314824339436,0.19474389760297323,0.0061182195585228,0.18749975045959372,0.19922775380208807,0.20249680730751912,0.0056694960035388155,0.19586005510042573,0.20705342323732878,0.18024337057589765,0.006031111905451869,0.17462363155921967,0.18695304960886816
1685 Toro (1948 OA),Analyzed,None,S,NEOWISE Diameter-Porosity Model,Stony/Metallic,0.0006335661592553923,1.0213256128910204,0.16483293273299704,0.053106129539250535,0.32218154866706133,-0.0010036290209308504,0.00020567371037621493,4.495744197060861,0.11523378695408532,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),0.0,0.0017138098752907502,0.0,0.0,0.0,0.03615650274257822,0.0,0.08915838357719906,0.24103934380420808,0.015061260526278958,0.2180182460331219,0.2479004143454665,0.0,0.0,0.0,0.0,0.0,0.0020265538999388317,0.0,0.0,0.0,0.0,0.0,0.0,0.14567922021017357,0.021681539393787207,0.15234722561923728,0.19207539261687614,0.29023797176103205,0.024628793701535145,0.22779810397988093,0.2804201354438827,0.0,0.015628322062988927,0.0,0.032188592591498,0.010802989397332643,0.007872121067540268,0.0,0.013928155312163,0.0,0.003758030660131624,0.0,0.0062426411050600416,0.3122404748272536,0.027815840702945786,0.24544971653832265,0.3016051416010153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627 Ivar (1929 SH),Analyzed,None,S,NEOWISE Diameter-Porosity Model,Stony/Metallic,0.0008678223589898395,0.8102244200717604,0.1775236880466473,0.06088282303029413,0.3429560511062397,-0.00104037921205721,0.000175168162532482,4.133915908745926,0.0542868097646333,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),0.0,0.006901062130622747,0.0,0.01125879176428532,0.12723562097991964,0.021425538605041435,0.11047912860280577,0.12746974964153807,0.22039392228039492,0.009979670258977329,0.21099175787347338,0.23041811844926144,0.0,0.0,0.0,0.0,0.0,0.0022779943383313952,0.0,0.0,0.0,0.0,0.0,0.0,0.16883340596045346,0.014801760610463103,0.1679095787833215,0.19017721222726816,0.2214629684513496,0.014246158662606673,0.21015149504353742,0.22623996833010016,0.0,0.013836552216675702,0.0,0.01579454752066167,0.027777156470279535,0.013019785525328726,0.0,0.034373785404742355,0.0,0.0024970937007942973,0.0,0.0,0.2342969258576028,0.013932131367025055,0.22153640840313646,0.24068732707860832,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Lutetia (A852 VA),Excluded,"Featureless spectrum lacking diagnostic absorption bands (Band I depth = 0.0000 < 0.0150, Band II depth = 0.0000 < 0.0150)",Xk,Radar / GM Measurement,N/A,,,,,,,,,,3.54,0.0,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35107 (1991 VH),Analyzed,None,Sk,SiMDA Carry Compilation (C_BD),Stony/Metallic,0.0008705708995343348,0.9212075360535299,0.0,0.02849824416442881,,-0.0010172825945671915,0.00019349722983402325,4.165312899606436,0.06746425130549903,1.5,0.5,0.6398829965110835,0.12158026549645523,Valid,0.0,0.005489810814059284,0.0,0.007208425263462781,0.10890265712321462,0.029640610391852663,0.0611593353759093,0.11155419139705615,0.22373571899329264,0.012009674226757762,0.21520187460738877,0.2355585732362753,0.0,0.0,0.0,0.0,0.0,0.0023222467439491935,0.0,0.0054006243436790615,0.0,0.0,0.0,0.0,0.17692335821307872,0.014225068658230243,0.1738202627519754,0.20145328295130996,0.22507295663544055,0.015394866910941996,0.21597205264578492,0.239497188578241,0.0,0.015547350539360042,0.0,0.027417381394707497,0.027213801266829468,0.012649712566296906,0.0,0.02803099692807289,0.0,0.0021533778170775278,0.0,0.0,0.23815150776814395,0.01742410601847697,0.22829388502412862,0.2553098628673542,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210 Isabella (A879 VA),Excluded,Unphysical bulk density exceeding solid iron limit (Bulk_Density = 16.26 g/cm3 > 8.0 g/cm3),Cb,SiMDA Substring Match,N/A,,,,,,,,,,16.26,7.65,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175706 (1996 FG3),Analyzed,None,C,SiMDA Carry Compilation (C_BD),Primitive/Aqueous,0.0005404517702469615,0.7213824924836408,0.03382238112850866,0.0,0.0,-6.501527193467603e-05,0.0001720671323332954,2.3613987804589307,0.004058776280944724,1.36,0.65,0.42407016923431784,0.2730405023362351,Valid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00042502811538911757,0.0,0.0,0.2077269016879222,0.0028911043443353396,0.20464346050543905,0.2102514472263361,0.20908091994774872,0.003158475253141136,0.20603470881226635,0.21232617907744744,0.19791724419244006,0.002875061876057859,0.19514945291554328,0.2004180504181112,0.20219065650992885,0.0029233956274853554,0.19969876973487477,0.20472220748316847,0.18308427766196,0.0031557234238286584,0.1801269045542889,0.18621429910343817
132 Aethra (A873 LA),Excluded,Unphysical bulk density exceeding solid iron limit (Bulk_Density = 17.09 g/cm3 > 8.0 g/cm3),Xe,SiMDA Substring Match,N/A,,,,,,,,,,17.09,112.83,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036 Ganymed (A924 UB),Excluded,Excessive bulk density uncertainty (> 50% relative error: 7.91 +/- 15.10 g/cm3),S,SiMDA Substring Match,N/A,,,,,,,,,,7.91,15.1,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69 Hesperia (A861 HC),Excluded,"Featureless spectrum lacking diagnostic absorption bands (Band I depth = 0.0115 < 0.0150, Band II depth = 0.0000 < 0.0150)",X,SiMDA Substring Match,N/A,,,,,,,,,,4.38,0.99,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250 Bettina (A885 RA),Excluded,Excessive bulk density uncertainty (> 50% relative error: 7.84 +/- 5.42 g/cm3),Xk,SiMDA Substring Match,N/A,,,,,,,,,,7.84,5.42,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 Themis (A853 GA),Analyzed,None,B,SiMDA Substring Match,Primitive/Aqueous,0.0006185997304669032,0.8252374310650469,0.023303632625085613,0.0,0.0,-0.00045921820835283103,0.00017321938418397612,2.3564669707562294,0.004660972542603489,1.81,0.67,0.23190096765110146,0.20822503936120065,Valid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2142515806406483,0.0034799770176785947,0.21111036219308016,0.21746974358845947,0.21346755844382687,0.0033931374719008496,0.21061280439095742,0.21619747059988964,0.19252765541259337,0.003213097660709684,0.1890997448026593,0.19559975386240183,0.20065370192154078,0.0030509513565957474,0.19829925344922614,0.2039448213022711,0.17909950358139068,0.0032861186473441455,0.17544505416906725,0.18194280329982446
111 Ate (A870 PA),Excluded,"Featureless spectrum lacking diagnostic absorption bands (Band I depth = 0.0000 < 0.0150, Band II depth = 0.0039 < 0.0150)",Ch,SiMDA Substring Match,N/A,,,,,,,,,,1.15,0.32,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269 Justitia (A887 SA),Excluded,"Featureless spectrum lacking diagnostic absorption bands (Band I depth = 0.0000 < 0.0150, Band II depth = 0.0000 < 0.0150)",Ld,NEOWISE Diameter-Porosity Model,N/A,,,,,,,,,,2.8,0.4,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191 Kolga (A878 SB),Excluded,Excessive bulk density uncertainty (> 50% relative error: 0.94 +/- 0.53 g/cm3),Cb,SiMDA Substring Match,N/A,,,,,,,,,,0.94,0.53,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570 Kythera (A905 OF),Excluded,Excessive bulk density uncertainty (> 50% relative error: 4.78 +/- 2.87 g/cm3),T,SiMDA Substring Match,N/A,,,,,,,,,,4.78,2.87,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5817 Robertfrazer (1989 RZ),Analyzed,None,S,NEOWISE Diameter-Porosity Model,Stony/Metallic,0.0007725329091616425,0.8934718107744913,0.09825412980505766,0.07536430060050903,0.7670344315301201,-0.0009462692894391385,0.00016870348679843132,4.035269135139996,0.017210639648401214,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),0.0,0.0014071633166947818,0.0,0.0,0.1754180416487923,0.005265393863296041,0.16653819914302243,0.1769187622519979,0.20752279849650476,0.006613394165864445,0.19876712753194645,0.21208106627803602,0.0,0.0,0.0,0.0,0.0,0.0015372788118452677,0.0,0.0,0.0,0.0,0.0,0.0,0.160112900466267,0.009736353514935667,0.160428188946194,0.1793701676909081,0.2077204369900746,0.006056949162559697,0.19839237506499524,0.2095350980791755,0.0,0.006420435997151631,0.0,0.010938008515096619,0.029431272598934223,0.007884863051238785,0.020610507714645634,0.034073534575752115,0.0,0.0027291895398962656,0.0,0.0008278430029281073,0.21979454979942703,0.0060796912056913155,0.2094803084013198,0.2207939089906982,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5641 McCleese (1990 DJ),Analyzed,None,A,NEOWISE Diameter-Porosity Model,Stony/Metallic,0.0009336356623179073,1.0923934920634368,0.15878079511031273,0.05116859541638308,0.3222593474282187,-0.0009964920452200006,0.00018983221015988051,4.402435599006586,0.04749220993008419,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),0.01612063681399019,0.008174892611582527,0.0,0.017856844036585863,0.0,0.009709123080468021,0.0,0.019654503782382645,0.24591053916710243,0.014903222655571499,0.22763087884380348,0.25671394737640774,0.0,0.0,0.0,0.0,0.0,0.0012639114986240825,0.0,0.0,0.0,0.0,0.0,0.0,0.1713208960029506,0.01763417488454943,0.17289841153464755,0.20744825796705318,0.27161530466683853,0.011664162756573023,0.24073397774878977,0.2620254088652784,0.009218476211250342,0.02126769503064205,0.005400827736285654,0.048434523326034526,0.0,0.011254117799722132,0.0,0.024042839971538662,0.0,0.0025362907935882746,0.0,0.0,0.2858141471378678,0.012287120435357077,0.25097552432695863,0.27506410646489415,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 Fortuna (A852 QA),Excluded,"Featureless spectrum lacking diagnostic absorption bands (Band I depth = 0.0000 < 0.0150, Band II depth = 0.0000 < 0.0150)",Ch,SiMDA Substring Match,N/A,,,,,,,,,,1.85,0.35,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76 Freia (A862 UA),Excluded,Excessive bulk density uncertainty (> 50% relative error: 0.79 +/- 1.69 g/cm3),X,SiMDA Substring Match,N/A,,,,,,,,,,0.79,1.69,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175 Andromache (A877 TA),Excluded,Excessive bulk density uncertainty (> 50% relative error: 1.63 +/- 1.07 g/cm3),Cg,SiMDA Substring Match,N/A,,,,,,,,,,1.63,1.07,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118 Peitho (A872 EA),Excluded,Excessive bulk density uncertainty (> 50% relative error: 1.39 +/- 0.94 g/cm3),S,SiMDA Substring Match,N/A,,,,,,,,,,1.39,0.94,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48 Doris (A857 SA),Excluded,Excessive bulk density uncertainty (> 50% relative error: 1.23 +/- 0.62 g/cm3),Ch,SiMDA Substring Match,N/A,,,,,,,,,,1.23,0.62,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5836 (1993 MF),Analyzed,None,S,NEOWISE Diameter-Porosity Model,Stony/Metallic,0.0006053034669290041,0.9735939889797558,0.10323171116581442,0.06930087321324996,0.6713138088153595,-0.0009975926956437683,0.0001987419975507312,4.506832697130186,0.12308098844045515,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),0.0,0.001605571339128997,0.0,0.0,0.0,0.03674632616157821,0.07277768646544105,0.11251714453432388,0.23627215868858628,0.01584844533068373,0.21652696097602714,0.2430732673746022,0.0,0.0,0.0,0.0,0.0,0.0019617516686762527,0.0,0.0,0.0,0.0,0.0,0.0,0.13650257976786215,0.02168645042023256,0.15950886621844243,0.1941703571469888,0.30222876934704146,0.021593135912704897,0.22145440825124008,0.24763426562732152,0.0,0.013304358354521338,0.0,0.025464312652741402,0.0,0.004121003748261012,0.0,0.0,0.0,0.0033113531787352522,0.0,0.005311406295349715,0.3249964921965102,0.027767794183183554,0.23527020157824563,0.26407992359631566,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108 Hecuba (A869 GB),Analyzed,None,Sl,NEOWISE Diameter-Porosity Model,Stony/Metallic,0.00086048262007354,0.8341328020862797,0.10177861094600149,0.0,0.0,-0.0009758234481729056,0.00016113886333544509,4.100332830540468,0.02201788230644333,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),0.0,0.005828222699287277,0.0,0.007890405770886814,0.13981070312330193,0.007520684961715677,0.12857310901178284,0.14120967943546656,0.2131381847022291,0.0083921251022229,0.20502656309533418,0.22152675948857348,0.0,0.0,0.0,0.0,0.0,0.001610812309531226,0.0,0.0,0.0,0.0,0.0,0.0,0.165489048626585,0.008700671511598142,0.16822666551267038,0.18628236851945007,0.21251267626565074,0.006578824877807524,0.2026247007331939,0.2144260745161924,0.007657958676257067,0.009729332084630745,0.0,0.01838428182403837,0.0370207100296057,0.00852633511984757,0.026177690805688478,0.03986457337304985,0.0,0.0027522440764879657,0.0,0.00552899172055088,0.22437071857637036,0.007092686074597573,0.2145931779812268,0.22624682440711893,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Euterpe (A853 VA),Excluded,Excessive bulk density uncertainty (> 50% relative error: 2.69 +/- 1.71 g/cm3),S,SiMDA Substring Match,N/A,,,,,,,,,,2.69,1.71,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266 Aline (A887 KA),Excluded,Albedo too low for spectral feature discrimination (Albedo = 0.0270 < 0.03),Ch,SiMDA Substring Match,N/A,,,,,,,,,,6.29,1.32,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857 Parchomenko (1971 QS1),Analyzed,None,S,NEOWISE Diameter-Porosity Model,Stony/Metallic,0.0021569527851513694,1.2226537412593594,0.20968945954016127,0.055799462798085786,0.266105234476026,-0.0007063874939803716,0.0005159036403286057,3.8823435487808795,0.14018681256524884,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),0.07120794470959795,0.024498390410303363,0.046266908264950925,0.09388096284913394,0.0,0.023573425953335114,0.0,0.047614255923827,0.10971861776247685,0.05838127211073062,0.04344170688363574,0.17238840557046237,0.0,0.0009070449897247828,0.0,0.0,0.0,0.001788881801122608,0.0,0.0,0.0,0.0017915408704641952,0.0,0.0,0.2576762931234995,0.11281740341608235,0.1720871453306555,0.4230247916063923,0.14430981130480586,0.04166140419427451,0.10010731689145953,0.16135408597317882,0.22578272886030612,0.054771539724704554,0.1881259621792751,0.2705930271169966,0.0,0.0,0.0,0.0,0.0524184475925111,0.017109064093453842,0.033670647548592676,0.07038805917735753,0.13888615664680257,0.04129879723022509,0.0978158379747543,0.15572667409589958,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5587 (1990 SB),Analyzed,None,Sq,NEOWISE Diameter-Porosity Model,Stony/Metallic,0.0007838377896838834,1.1092636600007262,0.12751376854492946,0.04871374397868178,0.382027325633604,-0.0009422556600300413,0.00024634074995947023,4.453147693562832,0.1112987597679423,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),0.0,0.0047670940022207986,0.0,0.0,0.0,0.03439751910114735,0.0,0.07596964101976564,0.23410593914117747,0.018555698063679977,0.21529380159308215,0.24480034298208161,0.0,0.0,0.0,0.0,0.0,0.0016472450086769165,0.0,0.0,0.0,0.0,0.0,0.0,0.15669857916938193,0.022569197115995882,0.15722132840031194,0.19661622141906254,0.28939532074006236,0.020905556987048646,0.23349053333197228,0.2788430840446662,0.011221394402580605,0.017131771364834503,0.0,0.03867038705680956,0.0,0.0,0.0,0.0,0.0,0.00389832496112523,0.0,0.006727060446884452,0.30857876654679756,0.025378413907916262,0.2455653703544417,0.3005659626226742,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131 Vala (A873 KA),Analyzed,None,Xc,NEOWISE Diameter-Porosity Model,Primitive/Aqueous (Auto-AIC),0.0005294572806403147,0.7867100062572441,0.07905704138580849,0.0,0.0,-0.0006159220493377949,0.0001366375033385823,2.355743989083205,0.004579661457928851,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2152691677407502,0.003435321256305769,0.21178193146925467,0.21852988069060358,0.2136365562945963,0.00301102069747563,0.21072731331010786,0.21702845158254902,0.1928204488275108,0.0032936327249424176,0.18902174691843268,0.19535811834584932,0.20049656466670224,0.003143478885804292,0.19779034842899945,0.2032241264744105,0.17777726247044054,0.0032671089745338715,0.17498920663477047,0.18152798176884047
2074 Shoemaker (1974 UA),Analyzed,None,Sa,NEOWISE Diameter-Porosity Model,Stony/Metallic,0.0008121958533533027,1.0749093580463225,0.17853822596521918,0.07350486529259759,0.41170379561695086,-0.0009219970847054791,0.00016257964234758375,4.071408582731019,0.02370147333456874,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),0.0,0.001970554077160633,0.0,0.0,0.15471078595214263,0.009728841593673222,0.14460633088520328,0.16283991262745776,0.21215891437699305,0.00872030387557953,0.203625557255539,0.22041836991056898,0.0,0.0,0.0,0.0,0.0,0.0016752817523713129,0.0,0.0,0.0,0.0,0.0,0.0,0.15606059714782697,0.011138258938722303,0.16162025953410133,0.18295932122619615,0.22535050448324404,0.007797821358140662,0.20903815414528765,0.22487080414118116,0.012373255442197173,0.010150364263100828,0.0,0.015343151348733243,0.0,0.010300248929972408,0.0,0.020049823621284053,0.0,0.0027885336478413398,0.0,0.005112349280995539,0.23934594259759606,0.008294945729400491,0.2216464560136325,0.23733518531945458,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105 Artemis (A868 SA),Excluded,"Featureless spectrum lacking diagnostic absorption bands (Band I depth = 0.0000 < 0.0150, Band II depth = 0.0011 < 0.0150)",Ch,SiMDA Substring Match,N/A,,,,,,,,,,1.73,0.67,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706 Hirundo (A910 TF),Analyzed,None,Cgh,NEOWISE Diameter-Porosity Model,Primitive/Aqueous,0.0004821019501396117,0.790402164619888,0.016837214660087807,0.0,,-0.0005737307224733145,0.00013557645429739494,2.356427691226089,0.004346955747218978,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2139920897160669,0.0031549430283094797,0.21126248149230809,0.21708071267120596,0.21256709849837746,0.0031849008287474054,0.20958643068425006,0.2161896472587116,0.19441989457624748,0.0030690984719201546,0.1911556192855376,0.19711145561417676,0.20100332272201474,0.00288750065149987,0.19824534398285099,0.2036248732501248,0.17801759448729326,0.0033109204246805487,0.1751994714630958,0.1817505404426942
773 Irmintraud (A913 YF),Excluded,Excessive bulk density uncertainty (> 50% relative error: 1.31 +/- 0.72 g/cm3),T,SiMDA Substring Match,N/A,,,,,,,,,,1.31,0.72,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7822 (1991 CS),Analyzed,None,S,NEOWISE Diameter-Porosity Model,Stony/Metallic,0.0006315012651533788,0.98852702015023,0.11036069467121867,0.0612421553776239,0.5549272370935469,-0.0010446719952181942,0.00023316267189236117,4.5274818993454415,0.1389212223407446,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),0.0,0.0032828685656407777,0.0,0.0,0.0,0.04138177137686432,0.008573824620453146,0.11428108743130759,0.23838445305737163,0.020632438226844223,0.2134933257824579,0.24590056358635232,0.0,0.0,0.0,0.0,0.0,0.0019929521397652307,0.0,0.0,0.0,0.0004269053502364567,0.0,0.0,0.12300739340193068,0.02349722688141682,0.15051874299401632,0.1903485700320442,0.30859723034552317,0.028847145935120812,0.2216788184118574,0.2750154967573001,0.0,0.015686571959941116,0.0,0.0322412016515184,0.0,0.0031054140394008193,0.0,0.0,0.0,0.003259683480965366,0.0,0.005651528194419495,0.3300109231951745,0.02963883836436777,0.23403461741532267,0.2935784595334837,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4197 Morpheus (1982 TA),Analyzed,None,Sq,NEOWISE Diameter-Porosity Model,Stony/Metallic,0.0008535487284982119,1.073156477609571,0.0,0.06857293898858696,,-0.0010054805630233786,0.00021176309651145604,4.2160094464270825,0.11455258999078911,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),0.0,0.0,0.0,0.0,0.08610280102520132,0.03848397421763535,0.0,0.0890796917600025,0.23306817274402353,0.013999703484371824,0.2264155676487402,0.2525861912461762,0.0,0.0,0.0,0.0,0.0,0.0017326424927036116,0.0,0.0,0.0,0.0004516442365415597,0.0,0.0,0.18025927006913703,0.01805972586062214,0.17098265811099872,0.20201953819146248,0.2421372187141294,0.0222569700020674,0.22804922071467496,0.2771594897751913,0.0,0.007898023472030263,0.0,0.005212352270216748,0.0,0.0009426851484297156,0.0,0.0,0.0,0.003263679908160428,0.0,0.0008517619930150625,0.25843253744750866,0.024116608588001857,0.24644756440221105,0.30025512872344573,,,,,,,,,,,,,,,,,,,,,,,,,,,,
