Asteroid_Name,Status,Exclusion_Reason,Taxonomic_Type,Density_Source,Library_Used,RMSE_Fit,Chi2_Reduced,Band_I_Depth,Band_II_Depth,BAR_Approx,Space_Weathering_Slope_S,Space_Weathering_Slope_Err,Grain_Density_gcm3,Grain_Density_Uncertainty,Bulk_Density_gcm3,Bulk_Density_Uncertainty,Macroporosity,Macroporosity_Uncertainty,Macroporosity_Status,Abund_Diopside_HighCa,Err_Diopside_HighCa,P16_Diopside_HighCa,P84_Diopside_HighCa,Abund_Dolomite_Carbonate,Err_Dolomite_Carbonate,P16_Dolomite_Carbonate,P84_Dolomite_Carbonate,Abund_Magnetite_Fe3O4,Err_Magnetite_Fe3O4,P16_Magnetite_Fe3O4,P84_Magnetite_Fe3O4,Abund_Plagioclase_Anorthite,Err_Plagioclase_Anorthite,P16_Plagioclase_Anorthite,P84_Plagioclase_Anorthite,Abund_Clinopyroxene_Augite,Err_Clinopyroxene_Augite,P16_Clinopyroxene_Augite,P84_Clinopyroxene_Augite,Abund_Olivine_Fo90_Mg,Err_Olivine_Fo90_Mg,P16_Olivine_Fo90_Mg,P84_Olivine_Fo90_Mg,Abund_Pigeonite_LowCa,Err_Pigeonite_LowCa,P16_Pigeonite_LowCa,P84_Pigeonite_LowCa,Abund_Orthopyroxene_En86,Err_Orthopyroxene_En86,P16_Orthopyroxene_En86,P84_Orthopyroxene_En86,Abund_Mg_Al_Spinel,Err_Mg_Al_Spinel,P16_Mg_Al_Spinel,P84_Mg_Al_Spinel,Abund_Troilite_FeS,Err_Troilite_FeS,P16_Troilite_FeS,P84_Troilite_FeS,Abund_Olivine_Fa50_Fe,Err_Olivine_Fa50_Fe,P16_Olivine_Fa50_Fe,P84_Olivine_Fa50_Fe,Abund_Iron Powder,Err_Iron Powder,P16_Iron Powder,P84_Iron Powder,Abund_Water_Ice_H2O,Err_Water_Ice_H2O,P16_Water_Ice_H2O,P84_Water_Ice_H2O,Abund_Phyllosilicate_Serpentine,Err_Phyllosilicate_Serpentine,P16_Phyllosilicate_Serpentine,P84_Phyllosilicate_Serpentine,Abund_Carbonaceous_Matrix,Err_Carbonaceous_Matrix,P16_Carbonaceous_Matrix,P84_Carbonaceous_Matrix,Abund_Saponite_Smectite,Err_Saponite_Smectite,P16_Saponite_Smectite,P84_Saponite_Smectite,Abund_Magnesite_Carbonate,Err_Magnesite_Carbonate,P16_Magnesite_Carbonate,P84_Magnesite_Carbonate,Abund_Epsomite_Mg_Sulfate,Err_Epsomite_Mg_Sulfate,P16_Epsomite_Mg_Sulfate,P84_Epsomite_Mg_Sulfate,Abund_Cronstedtite_FePhyllosilicate,Err_Cronstedtite_FePhyllosilicate,P16_Cronstedtite_FePhyllosilicate,P84_Cronstedtite_FePhyllosilicate
1660 Wood (1953 GA),Analyzed,None,S,NEOWISE Diameter-Porosity Model,Stony/Metallic,0.0008605943024748298,0.9235094247355662,0.07179252575286699,0.05488369824937833,0.7644764921393866,-0.001017929672647941,0.0002067188707742831,4.149884156116378,0.09968097614936398,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),0.0,0.0010504826778080095,0.0,0.0,0.11926384131357796,0.03400030262603608,0.09560420553827544,0.12237323935331411,0.22691034627776932,0.012619395706360656,0.21565953110083116,0.2381897476593401,0.0,0.0,0.0,0.0,0.0,0.0018740015235986806,0.0,0.0,0.0,0.0,0.0,0.0,0.17099208315267392,0.015056118166827408,0.16620062845563222,0.19282796075450173,0.23368531647574142,0.019779122607364755,0.22047304948316904,0.23880583367476538,0.0,0.010856683140598462,0.0,0.021129194764594333,0.0,0.004174428240479336,0.0,0.0,0.0,0.0025813197703154745,0.0,0.0,0.24914841278023747,0.02192344393362784,0.23548286671213567,0.25400194762890843,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335 James (1974 UB),Analyzed,None,Sa,NEOWISE Diameter-Porosity Model,Stony/Metallic,0.0008767976837364317,0.9432639851873893,0.10222988099446217,0.050020915435591506,0.4892983827135743,-0.0009552169052255182,0.00016733383401108007,4.090738226925378,0.050374295615284045,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),0.0,0.0017793895049898168,0.0,0.0,0.1488745653025409,0.014186094935817378,0.1371475183124367,0.15444364828513665,0.22017563512657037,0.009924530703486357,0.21007917989012612,0.228175907796418,0.0,0.0,0.0,0.0,0.0,0.002239540228000344,0.0,0.0008084095078771314,0.0,0.0,0.0,0.0,0.16295329087330623,0.01443355233373182,0.16240765885398034,0.18636381132740037,0.22695081872222322,0.010627287879995432,0.21119197334007683,0.2273547363733174,0.0,0.006770524902364619,0.0,0.007843058947368996,0.0,0.005925716697619032,0.0,0.006134164237381838,0.0,0.0030275848991784694,0.0,0.005250124723950965,0.24104568997535933,0.010888865885310227,0.22561601553028257,0.23963025952412106,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864 Daedalus (1971 FA),Analyzed,None,Sr,NEOWISE Diameter-Porosity Model,Stony/Metallic,0.0007171096060068858,1.0459819809382191,0.16949992916843748,0.03509037971612283,0.2070229756925291,-0.0007912175060235643,0.00018164430456013404,4.337295741971298,0.03825299996074196,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),0.0,0.0009668481557291661,0.0,0.0,0.024275087463453603,0.010030501863035128,0.011759272135498332,0.03066480388580425,0.1778466720219057,0.012300208099677919,0.16794695485330097,0.19389805279913744,0.0,0.0,0.0,0.0,0.0,0.0008692028345579593,0.0,0.0,0.0,0.0,0.0,0.0,0.1413096418632151,0.013988171079281235,0.13753525799898256,0.1637453266697537,0.1926908438827526,0.008023627698521016,0.18303107313141617,0.19772078434922277,0.07278319716088495,0.012616167846334979,0.05945477352098701,0.08268827098220269,0.1833733128869021,0.007305877372893563,0.17258155320133808,0.18755884860155692,0.007959160403667285,0.004915342200135464,0.0,0.01236912023211601,0.19976208431721865,0.007191641657498444,0.18937007315261403,0.20418289268443418,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173 Ino (A877 PA),Excluded,Excessive bulk density uncertainty (> 50% relative error: 2.23 +/- 1.47 g/cm3),Xk,SiMDA Substring Match,N/A,,,,,,,,,,2.23,1.47,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261 Prymno (A886 UA),Excluded,"Featureless spectrum lacking diagnostic absorption bands (Band I depth = 0.0000 < 0.0150, Band II depth = 0.0009 < 0.0150)",X,NEOWISE Diameter-Porosity Model,N/A,,,,,,,,,,2.8,0.4,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246 Asporina (A885 EA),Analyzed,None,A,NEOWISE Diameter-Porosity Model,Stony/Metallic,0.0008334809970742854,0.9196668876255377,0.29744854143003574,0.0,0.0,-0.000976809043519828,0.00017833128086920682,4.109392872482646,0.026256171128107155,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),0.03570113255925281,0.009777317596581651,0.013712530071722932,0.03432203757826704,0.11617730497316617,0.008900986293360552,0.10493265752070058,0.12305218447416615,0.2200787775769053,0.009879680768193953,0.20613604911460282,0.2243813389884677,0.0,0.0,0.0,0.0,0.0,0.0020026676965668785,0.0,0.0,0.0,0.0,0.0,0.0,0.1621541130607731,0.012884318691305624,0.16163764630218186,0.18640689083653034,0.22645069419797698,0.007731151629221587,0.20773852390739708,0.2227818528133666,0.0,0.015417299881540853,0.0,0.028497171965158836,0.0,0.013011922982293396,0.0,0.027522555681765783,0.0,0.002671001780001549,0.0,0.005383204067004799,0.23943797763192565,0.00811319187564845,0.21796894479124218,0.23391442581845498,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180 Garumna (A878 BA),Analyzed,None,Sq,NEOWISE Diameter-Porosity Model,Stony/Metallic,0.0008074920873677063,0.9155316829743857,0.05815520565004506,0.06556052061946649,1.1273370953923485,-0.000955528158055242,0.00016181826333143258,4.032928569575454,0.021428332254099913,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),0.0,0.0,0.0,0.0,0.1774604482220351,0.0063367721543432145,0.1688368821290231,0.1803737882658478,0.21350700885456084,0.008527006359721314,0.20328711828636922,0.2192663673884612,0.0,0.0,0.0,0.0,0.0,0.0020044541713750475,0.0,0.0,0.0,0.0,0.0,0.0,0.15913789301248862,0.010080455764344957,0.1608421895699909,0.18022257309047235,0.2175854999384571,0.005991898883104527,0.20684294846476217,0.21954131558471002,0.0,0.0013757668968188948,0.0,0.0,0.0,0.004876385265265717,0.0,0.0,0.0,0.002987048050442317,0.0,0.005423316076390247,0.23230914997245838,0.006427983498995446,0.22104348403236415,0.2333559574702093,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600 Musa (A906 LA),Analyzed,None,S,NEOWISE Diameter-Porosity Model,Stony/Metallic,0.0007870553533806683,0.9339366559849509,0.08366470746661159,0.0631455840618943,0.7547457700380302,-0.0009574925464238448,0.00017707680776118292,4.042171802226595,0.0221491413998584,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),0.0,0.0,0.0,0.0,0.17400414984385995,0.006872492840536371,0.16239266903221575,0.17679059449470402,0.21616350599976095,0.008087886003372357,0.2036417591785929,0.21818560029872056,0.0,0.0,0.0,0.0,0.0,0.0017356679317564144,0.0,0.0,0.0,0.0,0.0,0.0,0.1578922974672897,0.010210760626230268,0.16011604976654048,0.18122942771605755,0.21887557844637845,0.006491327118717207,0.2068226035755798,0.22019337626889612,0.0,0.005385750948636087,0.0,0.007280147434283237,0.0,0.00902499996558243,0.0,0.017042180708725978,0.0,0.0021375655365260173,0.0,0.0,0.23306446824271096,0.00786766997325475,0.21825238379342798,0.23379606714205647,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3248 Farinella (1982 FK),Excluded,"Featureless spectrum lacking diagnostic absorption bands (Band I depth = 0.0000 < 0.0150, Band II depth = 0.0000 < 0.0150)",D,NEOWISE Diameter-Porosity Model,N/A,,,,,,,,,,2.8,0.4,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3674 Erbisbuhl (1963 RH),Analyzed,None,Sk,NEOWISE Diameter-Porosity Model,Stony/Metallic,0.0007945294524651259,0.9207520074684122,0.08814357861912347,0.06006864988558347,0.6814863978367118,-0.0009706140056184913,0.0001353924794208273,4.035475969491936,0.02019963572474953,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),0.0,0.0007359720290759427,0.0,0.0,0.17618005458609448,0.00704639693632145,0.1660472240239226,0.17897772277351975,0.2137216088331313,0.008356382543959434,0.20666946702263225,0.2217412636176753,0.0,0.0,0.0,0.0,0.0,0.0012965594642920851,0.0,0.0,0.0,0.0,0.0,0.0,0.15899024941662207,0.01017518757048236,0.16082596650491862,0.17938183699645008,0.2183349062806366,0.006053145825612007,0.2085163106295453,0.219221012770769,0.0,0.0032656558154142475,0.0,0.0,0.0,0.005177526303020774,0.0,0.0,0.0,0.002124147595833106,0.0,0.0,0.23277318088351553,0.006270556833331506,0.2202934304132247,0.23257640293921683,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6053 (1993 BW3),Analyzed,None,Sq,NEOWISE Diameter-Porosity Model,Stony/Metallic,0.0008767786893101858,0.9255402919572512,0.11030224843346847,0.08348029274314428,0.7568321945268186,-0.0010102907688563701,0.00016579745295798535,4.149888215504246,0.09867980802364708,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),0.0,0.00474969068925995,0.0,0.0,0.11194647566043713,0.03231124153349604,0.09241831897939759,0.12489589360675651,0.2217541897253748,0.013133097428404406,0.20857091033233688,0.2305654006392968,0.0,0.0,0.0,0.0,0.0,0.0018116732506019803,0.0,0.0,0.0,0.0,0.0,0.0,0.15983206661545868,0.020742361817544783,0.15990642130051042,0.18922288565001447,0.23359085357086037,0.022113725357346188,0.2175107866921585,0.23865721282662883,0.02567609258677703,0.017227969914410186,0.0,0.039455444158835756,0.0,0.007442899647906252,0.0,0.0,0.0,0.003161001681489757,0.0,0.006055869399281897,0.24720032184109203,0.02130842668265426,0.23076815949667667,0.25033507122108295,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6611 (1993 VW),Analyzed,None,V,NEOWISE Diameter-Porosity Model,Stony/Metallic,0.0020500539322037222,1.0903003184258566,0.21836953345670596,0.28562597161740777,1.3079936889366304,-6.481156103390966e-05,0.0006051294627422666,4.236202893508782,0.09626456474178295,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),0.0,0.0065837048703482936,0.0,0.008012583208070958,0.05056280371837878,0.029129875053454116,0.0,0.06823461399048195,0.1474881413165674,0.037091116682556484,0.12756463578779254,0.20077857688273587,0.0,0.0008582958561459516,0.0,0.0,0.0,0.002904246195066719,0.0,0.005805359449895807,0.0,0.0012764290674197112,0.0,0.0,0.17701172779559407,0.0514077034641727,0.15784277328319152,0.2420446504723246,0.18733149698285975,0.017391702058971583,0.15997749094828573,0.19243283215622017,0.04692355744546372,0.02555368555149082,0.023386463696981656,0.06998164092563673,0.18058202413823982,0.01849041276693131,0.15143749747508833,0.1817293723821438,0.014579875908339184,0.010927732924518294,0.011053280010491695,0.03210255060001688,0.1955203726945573,0.018916550912270118,0.1631038052376456,0.19788653098703957,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151 Abundantia (A875 VA),Analyzed,None,Sl,NEOWISE Diameter-Porosity Model,Stony/Metallic,0.0008516668005597388,0.7987069933792146,0.09438721587306054,0.0,0.0,-0.000985697866442557,0.00018553971086095875,4.093907694630321,0.022108574088627077,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),0.006796350896619934,0.008011834577197568,0.0,0.014760615749460653,0.1423294266676376,0.0069311103060562115,0.13120893107174186,0.14492831389605557,0.21490577595828897,0.007578234312654167,0.20542338937387522,0.21976379732963303,0.0,0.0,0.0,0.0,0.0,0.002126282108685754,0.0,0.0,0.0,0.0,0.0,0.0,0.16451783902129113,0.010125274248058556,0.1659962613829606,0.1846552025305104,0.2154119006180245,0.005728906286839579,0.2025503521406307,0.2135988254467709,0.0,0.010299773868254543,0.0,0.020163335771010406,0.028178873520538345,0.009694848041359394,0.020060066853199894,0.03867474387170432,0.0,0.002958509014512582,0.0,0.005505103197244111,0.2278598333175994,0.006280074262187023,0.21498109295336928,0.2270813898447082,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39 Laetitia (A856 CA),Analyzed,None,S,SiMDA Substring Match,Stony/Metallic,0.0008289957577994221,0.9291312408435636,0.15259094165406362,0.0,0.0,-0.0009668981813774236,0.0001958561818397782,4.038646358375729,0.023005339572625627,2.47,0.63,0.3884089418036122,0.1535545510587989,Valid,0.0,0.0,0.0,0.0,0.17515382996218806,0.006278291743064421,0.16604957991976338,0.17731921693723152,0.21644690171961908,0.008900370899210917,0.20551323833583665,0.22387690889055747,0.0,0.0,0.0,0.0,0.0,0.001993400425323582,0.0,0.0,0.0,0.0,0.0,0.0,0.15954759147612704,0.010696629116149449,0.1594457241546598,0.18176176924283735,0.21701903466934427,0.006190487292799247,0.2088448396148951,0.22018703333272543,0.0,0.0017026156454005654,0.0,0.0,0.0,0.0005013764318402616,0.0,0.0,0.0,0.0021268616337005463,0.0,0.0,0.23183264217272148,0.0057302411351606315,0.22124549326474058,0.23197510403628996,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192 Nausikaa (A879 DA),Analyzed,None,Sl,SiMDA Substring Match,Stony/Metallic,0.0006775749188340828,1.094858332479144,0.11697364775196506,0.04926739157815185,0.4211836813247042,-0.0010698431712706936,0.0002535770143746766,4.448264509605785,0.07346985275220826,4.64,1.17,,0.1581181983168405,Unconstrained (Measured bulk density exceeds grain density),0.0,0.002169936460436847,0.0,0.0,0.0,0.02220279542835783,0.0,0.05390184394957077,0.24862781834059222,0.015073476252046412,0.227061300044562,0.2557079859213323,0.0,0.0,0.0,0.0,0.0,0.0015635366494523547,0.0,0.0,0.0,0.0,0.0,0.0,0.1620192614948596,0.01904331876401123,0.16542448625003725,0.20338805476569327,0.27771159561046177,0.015250735192906375,0.2382865211732304,0.265631869080512,0.014706097289038489,0.014396938175295639,0.0,0.034061336051077126,0.0,0.004909081450213363,0.0,0.0008422665392774422,0.0,0.003369443846377572,0.0,0.005399519442851415,0.29693522726504795,0.017580603502827356,0.25161819240816813,0.28249011800493373,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4954 Eric (1990 SQ),Analyzed,None,S,NEOWISE Diameter-Porosity Model,Stony/Metallic,0.0007754518739793947,0.8972791282778095,0.08821672329294339,0.054924644061103756,0.6226103397505955,-0.0009893744574870538,0.0001682758766289195,4.033785899208698,0.020989867834269305,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),0.0,0.0007603581406591181,0.0,0.0,0.1776085869976768,0.006422842952535521,0.16878493580747778,0.18117896027837482,0.21315553061903342,0.008902325787110924,0.20089421276366295,0.2180652167188493,0.0,0.0,0.0,0.0,0.0,0.0020743119931449297,0.0,0.0,0.0,0.0,0.0,0.0,0.1576436540793588,0.010769290106984745,0.16023860324703315,0.18043052406750404,0.21864341727808992,0.0066180476063303255,0.20403862916036922,0.21748794120222686,0.0,0.004178576068460209,0.0,0.0,0.0,0.009441337623276735,0.0,0.015381816866155876,0.0,0.002850521632033213,0.0,0.005317961887519255,0.232948811025841,0.007953015922425402,0.2164014831309915,0.23345879289262642,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237 Coelestina (A884 MA),Analyzed,None,S,NEOWISE Diameter-Porosity Model,Stony/Metallic,0.0007614669004621012,0.8612864040262285,0.0801693631882312,0.0794121387467015,0.9905546905773494,-0.0009536675837109091,0.0001622285168094121,4.030397629163494,0.01905689418722712,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),0.0,0.0008710814033364398,0.0,0.0,0.17950919537531185,0.006019554641967165,0.17167051798050598,0.18248107412576683,0.2138020873600315,0.007714464946016779,0.2019216645425023,0.21717096229147195,0.0,0.0,0.0,0.0,0.0,0.0016580333483717125,0.0,0.0,0.0,0.0,0.0,0.0,0.1569240277376728,0.010102471739170265,0.16114322629912484,0.17969538203069196,0.21793406564170403,0.006387853993145898,0.20354213671082136,0.2157634829053835,0.0,0.003909262357781003,0.0,0.0,0.0,0.010168693006755599,0.0,0.019720514999555076,0.0,0.0019380522322109137,0.0,0.0,0.23183062388527978,0.007111497840539894,0.21481948688036853,0.2307151106354504,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52 Europa (A858 CA),Analyzed,None,C,SiMDA Substring Match,Primitive/Aqueous,0.00042840370078993774,0.8032027263036537,0.02794711575097153,0.0,0.0,-0.0005070214791136009,0.0001354670183237834,2.3583458158824095,0.0045609124024537095,1.52,0.39,0.35548044321427485,0.14732611290797915,Valid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21207722326304815,0.003408101003610416,0.20939139275281657,0.2153021499394952,0.21094025961339047,0.0032883678845709884,0.20825343812819083,0.2143520135649211,0.1977105195335949,0.003449110075504232,0.19395082045676695,0.2012931760329014,0.20113199921611355,0.003031389080094052,0.19805856407189043,0.20397120301035676,0.17813999837385294,0.0032200214941927666,0.1750661893576257,0.18179337402822793
90 Antiope (A866 TA),Excluded,Excessive bulk density uncertainty (> 50% relative error: 1.31 +/- 0.77 g/cm3),C,SiMDA Substring Match,N/A,,,,,,,,,,1.31,0.77,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45 Eugenia (A857 MA),Analyzed,None,C,SiMDA Substring Match,Primitive/Aqueous,0.0004013663261555566,0.7033394365629929,0.04900308085798988,0.0,0.0,-0.00047541095512423307,0.00014222370414145174,2.3600722751001273,0.004556411146265061,1.34,0.29,0.4322207780932684,0.11996131795393183,Valid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0005529725841250224,0.0,0.0,0.21075518560387962,0.0032780743013875032,0.20741927110215858,0.2141865020353401,0.20985498532827104,0.0035257967410244873,0.2069662326855307,0.21398123597487329,0.19785378262092443,0.003300309852865172,0.19391671630900859,0.20115655931211535,0.2011974647119466,0.00301640108096376,0.198103300280827,0.2038469987918962,0.18033858173497833,0.0036351258165465993,0.1767793407249045,0.18321347142168917
1300 Marcelle (1934 CL),Excluded,"Featureless spectrum lacking diagnostic absorption bands (Band I depth = 0.0000 < 0.0150, Band II depth = 0.0000 < 0.0150)",Cg,NEOWISE Diameter-Porosity Model,N/A,,,,,,,,,,2.8,0.4,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1494 Savo (1938 SJ),Analyzed,None,Sa,NEOWISE Diameter-Porosity Model,Stony/Metallic,0.0008269449119570173,1.0727476311922495,0.18725347726800912,0.05361471046066124,0.2863215745997841,-0.0009753944175346717,0.00017236032941676634,4.0575052567635215,0.020886705800561605,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),0.0,0.0013425199877094703,0.0,0.0,0.16376690393887688,0.0064287417818531135,0.15268223493054192,0.16461226853938138,0.2088036795206188,0.008161329047914155,0.20150393219261958,0.21650712426629853,0.0,0.0,0.0,0.0,0.0,0.0013462967468309656,0.0,0.0,0.0,0.0,0.0,0.0,0.1626649484343731,0.009338589324815025,0.16364714686509751,0.1796943502515392,0.21154030449098804,0.005979725784355614,0.20256046442185024,0.2140600025333973,0.0,0.006403895491415762,0.0,0.010311008621390103,0.029336028738599862,0.008082303536007461,0.02103438421934957,0.0359754886834752,0.0,0.00276998557965564,0.0,0.0008245218009851513,0.2238881348765433,0.007367774938204288,0.2126441231908035,0.22534180866126602,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9400 (1994 TW1),Analyzed,None,Sr,NEOWISE Diameter-Porosity Model,Stony/Metallic,0.0007666443584389169,0.9607393442941783,0.11877215170109445,0.08313177844060626,0.6999265168641399,-0.0008598999154252675,0.00016741584041812726,4.028666874730706,0.016836735012736973,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),0.0,0.010467434994642233,0.0,0.02133210220743758,0.1607593484982002,0.005356722832077408,0.15101723866602698,0.16108190835439803,0.19265530208897755,0.006444056263140168,0.1824430699938744,0.19516407438477237,0.0,0.0,0.0,0.0,0.0,0.001062341050141777,0.0,0.0,0.0,0.0,0.0,0.0,0.1533428858685259,0.007967608053395955,0.15018960413780758,0.16495419729236177,0.19123462203025135,0.006508606414368428,0.18249056426265892,0.19513743177258114,0.04194844325893139,0.010290603752982134,0.038521683472385146,0.05478897634667399,0.06026784175484042,0.012318271456311413,0.04517706581425007,0.06837717010955108,0.0,0.0024095561197543104,0.0,0.0,0.19979155650027322,0.007372572508035428,0.1905186773888125,0.20411888884583151,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3317 Paris (1984 KF),Excluded,"Featureless spectrum lacking diagnostic absorption bands (Band I depth = 0.0000 < 0.0150, Band II depth = 0.0000 < 0.0150)",T,NEOWISE Diameter-Porosity Model,N/A,,,,,,,,,,2.8,0.4,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406 Komppa (1936 RF),Excluded,"Featureless spectrum lacking diagnostic absorption bands (Band I depth = 0.0000 < 0.0150, Band II depth = 0.0000 < 0.0150)",Ld,NEOWISE Diameter-Porosity Model,N/A,,,,,,,,,,2.8,0.4,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34 Circe (A855 GA),Excluded,Albedo too low for spectral feature discrimination (Albedo = 0.0230 < 0.03),Ch,SiMDA Substring Match,N/A,,,,,,,,,,4.83,0.63,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57 Mnemosyne (A859 SA),Excluded,Unphysical bulk density exceeding solid iron limit (Bulk_Density = 16.62 g/cm3 > 8.0 g/cm3),S,SiMDA Substring Match,N/A,,,,,,,,,,16.62,3.73,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 Ariadne (A857 GA),Excluded,Unphysical bulk density exceeding solid iron limit (Bulk_Density = 8.99 g/cm3 > 8.0 g/cm3),Sk,SiMDA Substring Match,N/A,,,,,,,,,,8.99,2.57,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61 Danae (A860 RC),Excluded,Unphysical bulk density exceeding solid iron limit (Bulk_Density = 9.81 g/cm3 > 8.0 g/cm3),S,SiMDA Substring Match,N/A,,,,,,,,,,9.81,9.49,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512 Taurinensis (A903 MC),Analyzed,None,S,NEOWISE Diameter-Porosity Model,Stony/Metallic,0.001545858292828924,1.2047184383198823,0.18182932059057777,0.033485278732625745,0.1841577509274427,-0.0008493136620546616,0.00038133443915821196,4.072830601045381,0.06528608570117242,2.8,0.4,,,Not Calculated (Bulk density is a placeholder/model estimate),0.013999672741527905,0.013165159097702288,0.013015340803398532,0.03806169551709339,0.0,0.01849198680910295,0.0,0.03816468537978069,0.15813812581356732,0.024001101968963306,0.14561135623251428,0.19305383699925768,0.0,0.0,0.0,0.0,0.0,0.0018300514280810024,0.0,0.0,0.0,0.0006861131752920137,0.0,0.0,0.19457201707316435,0.0345559793071821,0.15498124958132445,0.21999906504117392,0.19227778139989443,0.01590086463512272,0.17092283335615746,0.20224341111002983,0.22058996331666977,0.02524279271348057,0.1802458254781133,0.21523730421475212,0.0,0.0006638033933965652,0.0,0.0,0.030395438537006422,0.010174963739320557,0.020189668933491414,0.03952860175167229,0.19002700111816964,0.017302952703594724,0.16805300917068086,0.201772351154462,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99 Dike (A868 KA),Excluded,"Featureless spectrum lacking diagnostic absorption bands (Band I depth = 0.0005 < 0.0150, Band II depth = 0.0000 < 0.0150)",Xk,SiMDA Substring Match,N/A,,,,,,,,,,2.23,1.08,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Hygiea (A849 GA),Excluded,"Featureless spectrum lacking diagnostic absorption bands (Band I depth = 0.0000 < 0.0150, Band II depth = 0.0000 < 0.0150)",C,SiMDA Substring Match,N/A,,,,,,,,,,2.19,0.42,,,Excluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
